ID,SystemCodeNumber,Capacity,Latitude,Longitude,Occupancy,VehicleType,TrafficConditionNearby,QueueLength,IsSpecialDay,LastUpdatedDate,LastUpdatedTime,Timestamp,TrafficValue,VehicleWeight,DemandRaw,DemandNorm,Price,CompAdjustedPrice
11810,Others-CCCPS135a,3883,26.14749943,91.72800489,2007,car,low,2,0,04-10-2016,08:59:00,2016-10-04 08:59:00,1.0,1.0,0.5067473602884368,0.2152484431110183,11.076242215555093,10.576242215555093
7874,Broad Street,690,26.13795775,91.74099445,415,bike,low,3,0,04-10-2016,08:59:00,2016-10-04 08:59:00,1.0,0.5,0.6405797101449276,0.2564532927344739,11.28226646367237,10.78226646367237
6562,BHMNCPNST01,485,26.14004753,91.73097233,278,car,low,2,0,04-10-2016,08:59:00,2016-10-04 08:59:00,1.0,1.0,0.529278350515464,0.22218537626034815,11.110926881301742,10.610926881301742
2626,BHMEURBRD01,470,26.14901995,91.7395035,269,truck,low,2,0,04-10-2016,08:59:00,2016-10-04 08:59:00,1.0,1.5,0.628936170212766,0.25286843217942967,11.264342160897147,10.764342160897147
3938,BHMMBMMBX01,687,20.0000347,78.00000286,346,truck,low,2,0,04-10-2016,08:59:00,2016-10-04 08:59:00,1.0,1.5,0.6014556040756915,0.24440760341523482,11.222038017076175,11.222038017076175
2,BHMBCCMKT01,577,26.14453614,91.73617216,80,car,low,2,0,04-10-2016,08:59:00,2016-10-04 08:59:00,1.0,1.0,0.35545927209705375,0.16866924958695198,10.84334624793476,11.34334624793476
15746,Others-CCCPS98,3103,26.14749998,91.72797778,792,car,low,3,0,04-10-2016,08:59:00,2016-10-04 08:59:00,1.0,1.0,0.602094747019014,0.24460438535096066,11.223021926754804,10.723021926754804
5250,BHMNCPHST01,1200,26.14001386,91.73099967,441,car,low,2,0,04-10-2016,08:59:00,2016-10-04 08:59:00,1.0,1.0,0.44700000000000006,0.19685318218402006,10.9842659109201,11.4842659109201
13122,Others-CCCPS202,2937,26.14749053,91.72799688,848,bike,low,2,0,04-10-2016,08:59:00,2016-10-04 08:59:00,1.0,0.5,0.3154919986380661,0.15636396245343728,10.781819812267186,11.281819812267186
9186,Others-CCCPS105a,2009,26.14747299,91.72804914,864,car,low,2,0,04-10-2016,08:59:00,2016-10-04 08:59:00,1.0,1.0,0.47202588352414143,0.20455825325549204,11.02279126627746,10.52279126627746
2627,BHMEURBRD01,470,26.14901995,91.7395035,351,cycle,low,3,0,04-10-2016,09:32:00,2016-10-04 09:32:00,1.0,,,,,20.0
1315,BHMBCCTHL01,387,26.14449459,91.73620513,204,cycle,low,2,0,04-10-2016,09:32:00,2016-10-04 09:32:00,1.0,,,,,20.0
13123,Others-CCCPS202,2937,26.14749053,91.72799688,1036,car,low,3,0,04-10-2016,09:32:00,2016-10-04 09:32:00,1.0,1.0,0.641096356826694,0.2566123600216692,11.283061800108346,10.783061800108346
14435,Others-CCCPS8,1322,26.14754886,91.72799519,590,cycle,low,3,0,04-10-2016,09:32:00,2016-10-04 09:32:00,1.0,,,,,20.0
7875,Broad Street,690,26.13795775,91.74099445,530,car,low,2,0,04-10-2016,09:32:00,2016-10-04 09:32:00,1.0,1.0,0.6072463768115942,0.24619049013912736,11.230952450695638,10.730952450695638
15747,Others-CCCPS98,3103,26.14749998,91.72797778,932,car,low,3,0,04-10-2016,09:32:00,2016-10-04 09:32:00,1.0,1.0,0.6201417982597487,0.2501607850803136,11.25080392540157,10.75080392540157
10499,Others-CCCPS119a,2803,26.14754061,91.72797041,420,bike,low,2,0,04-10-2016,09:32:00,2016-10-04 09:32:00,1.0,0.5,0.259935783089547,0.13925908825986807,10.69629544129934,11.19629544129934
9187,Others-CCCPS105a,2009,26.14747299,91.72804914,1004,car,low,3,0,04-10-2016,09:32:00,2016-10-04 09:32:00,1.0,1.0,0.6999004479840718,0.27471720340207717,11.373586017010386,10.873586017010386
3,BHMBCCMKT01,577,26.14453614,91.73617216,107,car,low,2,0,04-10-2016,09:32:00,2016-10-04 09:32:00,1.0,1.0,0.3741767764298094,0.17443207114829043,10.872160355741451,11.372160355741451
17059,Shopping,1920,26.15050395,91.73353109,1121,cycle,low,3,0,04-10-2016,09:32:00,2016-10-04 09:32:00,1.0,,,,,20.0
11811,Others-CCCPS135a,3883,26.14749943,91.72800489,2502,bike,low,3,0,04-10-2016,09:32:00,2016-10-04 09:32:00,1.0,0.5,0.6577388617048675,0.26173632228937277,11.308681611446865,10.808681611446865
3939,BHMMBMMBX01,687,20.0000347,78.00000286,414,truck,low,2,0,04-10-2016,09:32:00,2016-10-04 09:32:00,1.0,1.5,0.6410480349344978,0.2565974824804499,11.28298741240225,11.28298741240225
5251,BHMNCPHST01,1200,26.14001386,91.73099967,552,bike,low,2,0,04-10-2016,09:32:00,2016-10-04 09:32:00,1.0,0.5,0.3840000000000001,0.1774564852788151,10.887282426394076,11.387282426394076
6563,BHMNCPNST01,485,26.14004753,91.73097233,302,truck,low,3,0,04-10-2016,09:32:00,2016-10-04 09:32:00,1.0,1.5,0.8490721649484538,0.32064479992250794,11.60322399961254,11.10322399961254
5252,BHMNCPHST01,1200,26.14001386,91.73099967,638,car,low,2,0,04-10-2016,09:59:00,2016-10-04 09:59:00,1.0,1.0,0.5126666666666667,0.21707090329685277,11.085354516484266,11.585354516484266
17060,Shopping,1920,26.15050395,91.73353109,1254,truck,low,3,0,04-10-2016,09:59:00,2016-10-04 09:59:00,1.0,1.5,0.8612500000000001,0.3243941614376893,11.621970807188447,11.121970807188447
14436,Others-CCCPS8,1322,26.14754886,91.72799519,657,truck,low,3,0,04-10-2016,09:59:00,2016-10-04 09:59:00,1.0,1.5,0.7987897125567325,0.30516363343532354,11.525818167176618,11.025818167176618
2628,BHMEURBRD01,470,26.14901995,91.7395035,397,bike,low,2,0,04-10-2016,09:59:00,2016-10-04 09:59:00,1.0,0.5,0.537872340425532,0.224831328918951,11.124156644594756,11.624156644594756
15748,Others-CCCPS98,3103,26.14749998,91.72797778,1052,cycle,low,3,0,04-10-2016,09:59:00,2016-10-04 09:59:00,1.0,,,,,20.0
10500,Others-CCCPS119a,2803,26.14754061,91.72797041,476,car,low,3,0,04-10-2016,09:59:00,2016-10-04 09:59:00,1.0,1.0,0.56792722083482,0.23408474805896912,11.170423740294845,11.670423740294845
1316,BHMBCCTHL01,387,26.14449459,91.73620513,236,car,low,2,0,04-10-2016,09:59:00,2016-10-04 09:59:00,1.0,1.0,0.5439276485788115,0.226695661885884,11.133478309429421,11.633478309429421
9188,Others-CCCPS105a,2009,26.14747299,91.72804914,1142,car,low,3,0,04-10-2016,09:59:00,2016-10-04 09:59:00,1.0,1.0,0.7273768043802888,0.28317673605409005,11.41588368027045,10.91588368027045
13124,Others-CCCPS202,2937,26.14749053,91.72799688,1163,car,low,3,0,04-10-2016,09:59:00,2016-10-04 09:59:00,1.0,1.0,0.6583929179434799,0.2619376957912668,11.309688478956335,10.809688478956335
7876,Broad Street,690,26.13795775,91.74099445,600,car,low,2,0,04-10-2016,09:59:00,2016-10-04 09:59:00,1.0,1.0,0.6478260869565218,0.2586843367769405,11.293421683884704,10.793421683884704
6564,BHMNCPNST01,485,26.14004753,91.73097233,327,car,average,3,0,04-10-2016,09:59:00,2016-10-04 09:59:00,,1.0,,,,20.0
4,BHMBCCMKT01,577,26.14453614,91.73617216,150,bike,low,2,0,04-10-2016,09:59:00,2016-10-04 09:59:00,1.0,0.5,0.3039861351819758,0.1528214902932713,10.764107451466355,11.264107451466355
11812,Others-CCCPS135a,3883,26.14749943,91.72800489,2802,truck,low,3,0,04-10-2016,09:59:00,2016-10-04 09:59:00,1.0,1.5,0.8886428019572497,0.3328279690083095,11.664139845041548,11.164139845041548
3940,BHMMBMMBX01,687,20.0000347,78.00000286,485,car,low,3,0,04-10-2016,09:59:00,2016-10-04 09:59:00,1.0,1.0,0.782387190684134,0.3001135581139936,11.500567790569969,11.500567790569969
14437,Others-CCCPS8,1322,26.14754886,91.72799519,715,car,low,3,0,04-10-2016,10:26:00,2016-10-04 10:26:00,1.0,1.0,0.7163388804841151,0.2797783350338233,11.398891675169116,11.898891675169116
2629,BHMEURBRD01,470,26.14901995,91.7395035,430,car,low,3,0,04-10-2016,10:26:00,2016-10-04 10:26:00,1.0,1.0,0.8659574468085107,0.32584350935740447,11.629217546787023,11.129217546787023
15749,Others-CCCPS98,3103,26.14749998,91.72797778,1142,car,low,4,0,04-10-2016,10:26:00,2016-10-04 10:26:00,1.0,1.0,0.8472123751208509,0.3200722002464223,11.60036100123211,12.10036100123211
7877,Broad Street,690,26.13795775,91.74099445,642,car,low,4,0,04-10-2016,10:26:00,2016-10-04 10:26:00,1.0,1.0,1.0721739130434782,0.389334275903787,11.946671379518934,11.446671379518934
5,BHMBCCMKT01,577,26.14453614,91.73617216,177,car,low,3,0,04-10-2016,10:26:00,2016-10-04 10:26:00,1.0,1.0,0.6227036395147315,0.25094953521272867,11.254747676063644,11.754747676063644
9189,Others-CCCPS105a,2009,26.14747299,91.72804914,1245,truck,low,4,0,04-10-2016,10:26:00,2016-10-04 10:26:00,1.0,1.5,1.0478845196615232,0.38185595842059533,11.909279792102975,11.409279792102975
10501,Others-CCCPS119a,2803,26.14754061,91.72797041,525,cycle,low,4,0,04-10-2016,10:26:00,2016-10-04 10:26:00,1.0,,,,,20.0
5253,BHMNCPHST01,1200,26.14001386,91.73099967,686,car,average,4,0,04-10-2016,10:26:00,2016-10-04 10:26:00,,1.0,,,,20.0
13125,Others-CCCPS202,2937,26.14749053,91.72799688,1257,car,low,3,0,04-10-2016,10:26:00,2016-10-04 10:26:00,1.0,1.0,0.6711950970377938,0.2658792828963233,11.329396414481616,11.829396414481616
11813,Others-CCCPS135a,3883,26.14749943,91.72800489,3035,car,low,5,0,04-10-2016,10:26:00,2016-10-04 10:26:00,1.0,1.0,1.212644862219933,0.4325830445571544,12.162915222785774,11.662915222785774
17061,Shopping,1920,26.15050395,91.73353109,1324,car,low,4,0,04-10-2016,10:26:00,2016-10-04 10:26:00,1.0,1.0,0.9758333333333333,0.359672545359193,11.798362726795965,11.298362726795965
3941,BHMMBMMBX01,687,20.0000347,78.00000286,530,car,average,5,0,04-10-2016,10:26:00,2016-10-04 10:26:00,,1.0,,,,
6565,BHMNCPNST01,485,26.14004753,91.73097233,351,car,low,3,0,04-10-2016,10:26:00,2016-10-04 10:26:00,1.0,1.0,0.7894845360824743,0.3022987177572183,11.511493588786092,12.011493588786092
1317,BHMBCCTHL01,387,26.14449459,91.73620513,264,car,low,3,0,04-10-2016,10:26:00,2016-10-04 10:26:00,1.0,1.0,0.7728682170542636,0.2971828176957835,11.485914088478918,11.985914088478918
17062,Shopping,1920,26.15050395,91.73353109,1387,car,average,5,0,04-10-2016,10:59:00,2016-10-04 10:59:00,,1.0,,,,20.0
5254,BHMNCPHST01,1200,26.14001386,91.73099967,729,car,average,4,0,04-10-2016,10:59:00,2016-10-04 10:59:00,,1.0,,,,20.0
13126,Others-CCCPS202,2937,26.14749053,91.72799688,1354,bike,high,7,0,04-10-2016,10:59:00,2016-10-04 10:59:00,3.0,0.5,0.7844058563159689,0.3007350731205596,11.503675365602799,11.003675365602799
15750,Others-CCCPS98,3103,26.14749998,91.72797778,1210,car,average,5,0,04-10-2016,10:59:00,2016-10-04 10:59:00,,1.0,,,,20.0
11814,Others-CCCPS135a,3883,26.14749943,91.72800489,3169,car,average,6,0,04-10-2016,10:59:00,2016-10-04 10:59:00,,1.0,,,,20.0
3942,BHMMBMMBX01,687,20.0000347,78.00000286,573,car,average,4,0,04-10-2016,10:59:00,2016-10-04 10:59:00,,1.0,,,,
7878,Broad Street,690,26.13795775,91.74099445,675,bike,average,4,0,04-10-2016,10:59:00,2016-10-04 10:59:00,,0.5,,,,20.0
6566,BHMNCPNST01,485,26.14004753,91.73097233,371,car,high,6,0,04-10-2016,10:59:00,2016-10-04 10:59:00,3.0,1.0,0.8059793814432992,0.3073772180105857,11.53688609005293,11.03688609005293
14438,Others-CCCPS8,1322,26.14754886,91.72799519,791,car,average,4,0,04-10-2016,10:59:00,2016-10-04 10:59:00,,1.0,,,,20.0
6,BHMBCCMKT01,577,26.14453614,91.73617216,219,truck,high,6,0,04-10-2016,10:59:00,2016-10-04 10:59:00,3.0,1.5,0.7518197573656848,0.2907023320941837,11.45351166047092,11.95351166047092
1318,BHMBCCTHL01,387,26.14449459,91.73620513,308,car,average,4,0,04-10-2016,10:59:00,2016-10-04 10:59:00,,1.0,,,,20.0
10502,Others-CCCPS119a,2803,26.14754061,91.72797041,574,truck,average,4,0,04-10-2016,10:59:00,2016-10-04 10:59:00,,1.5,,,,20.0
2630,BHMEURBRD01,470,26.14901995,91.7395035,458,cycle,high,6,0,04-10-2016,10:59:00,2016-10-04 10:59:00,3.0,,,,,20.0
9190,Others-CCCPS105a,2009,26.14747299,91.72804914,1364,bike,average,5,0,04-10-2016,10:59:00,2016-10-04 10:59:00,,0.5,,,,20.0
17063,Shopping,1920,26.15050395,91.73353109,1428,truck,average,6,0,04-10-2016,11:25:00,2016-10-04 11:25:00,,1.5,,,,20.0
5255,BHMNCPHST01,1200,26.14001386,91.73099967,765,car,average,5,0,04-10-2016,11:25:00,2016-10-04 11:25:00,,1.0,,,,20.0
7,BHMBCCMKT01,577,26.14453614,91.73617216,247,car,average,5,0,04-10-2016,11:25:00,2016-10-04 11:25:00,,1.0,,,,20.0
14439,Others-CCCPS8,1322,26.14754886,91.72799519,820,truck,average,5,0,04-10-2016,11:25:00,2016-10-04 11:25:00,,1.5,,,,20.0
13127,Others-CCCPS202,2937,26.14749053,91.72799688,1369,bike,average,6,0,04-10-2016,11:25:00,2016-10-04 11:25:00,,0.5,,,,20.0
9191,Others-CCCPS105a,2009,26.14747299,91.72804914,1424,bike,average,6,0,04-10-2016,11:25:00,2016-10-04 11:25:00,,0.5,,,,20.0
2631,BHMEURBRD01,470,26.14901995,91.7395035,464,car,average,5,0,04-10-2016,11:25:00,2016-10-04 11:25:00,,1.0,,,,20.0
15751,Others-CCCPS98,3103,26.14749998,91.72797778,1241,truck,high,9,0,04-10-2016,11:25:00,2016-10-04 11:25:00,3.0,1.5,1.3599742184982277,0.477943407556663,12.389717037783313,11.889717037783313
11815,Others-CCCPS135a,3883,26.14749943,91.72800489,3221,truck,average,7,0,04-10-2016,11:25:00,2016-10-04 11:25:00,,1.5,,,,20.0
3943,BHMMBMMBX01,687,20.0000347,78.00000286,604,bike,average,5,0,04-10-2016,11:25:00,2016-10-04 11:25:00,,0.5,,,,
10503,Others-CCCPS119a,2803,26.14754061,91.72797041,588,truck,average,5,0,04-10-2016,11:25:00,2016-10-04 11:25:00,,1.5,,,,20.0
1319,BHMBCCTHL01,387,26.14449459,91.73620513,324,bike,average,5,0,04-10-2016,11:25:00,2016-10-04 11:25:00,,0.5,,,,20.0
6567,BHMNCPNST01,485,26.14004753,91.73097233,373,truck,high,7,0,04-10-2016,11:25:00,2016-10-04 11:25:00,3.0,1.5,1.1076288659793818,0.40025029139404145,12.001251456970207,12.501251456970207
7879,Broad Street,690,26.13795775,91.74099445,672,car,average,6,0,04-10-2016,11:25:00,2016-10-04 11:25:00,,1.0,,,,20.0
15752,Others-CCCPS98,3103,26.14749998,91.72797778,1288,bike,average,6,0,04-10-2016,11:59:00,2016-10-04 11:59:00,,0.5,,,,20.0
11816,Others-CCCPS135a,3883,26.14749943,91.72800489,3248,bike,average,7,0,04-10-2016,11:59:00,2016-10-04 11:59:00,,0.5,,,,20.0
8,BHMBCCMKT01,577,26.14453614,91.73617216,259,cycle,average,5,0,04-10-2016,11:59:00,2016-10-04 11:59:00,,,,,,20.0
13128,Others-CCCPS202,2937,26.14749053,91.72799688,1390,car,average,6,0,04-10-2016,11:59:00,2016-10-04 11:59:00,,1.0,,,,20.0
10504,Others-CCCPS119a,2803,26.14754061,91.72797041,605,car,average,5,0,04-10-2016,11:59:00,2016-10-04 11:59:00,,1.0,,,,20.0
1320,BHMBCCTHL01,387,26.14449459,91.73620513,332,car,average,5,0,04-10-2016,11:59:00,2016-10-04 11:59:00,,1.0,,,,20.0
9192,Others-CCCPS105a,2009,26.14747299,91.72804914,1470,bike,average,6,0,04-10-2016,11:59:00,2016-10-04 11:59:00,,0.5,,,,20.0
14440,Others-CCCPS8,1322,26.14754886,91.72799519,836,car,high,8,0,04-10-2016,11:59:00,2016-10-04 11:59:00,3.0,1.0,1.1529500756429654,0.41420397023883154,12.071019851194158,11.571019851194158
7880,Broad Street,690,26.13795775,91.74099445,677,car,high,7,0,04-10-2016,11:59:00,2016-10-04 11:59:00,3.0,1.0,1.0924637681159421,0.39558119922269364,11.977905996113467,11.977905996113467
17064,Shopping,1920,26.15050395,91.73353109,1447,car,average,6,0,04-10-2016,11:59:00,2016-10-04 11:59:00,,1.0,,,,20.0
6568,BHMNCPNST01,485,26.14004753,91.73097233,381,car,high,7,0,04-10-2016,11:59:00,2016-10-04 11:59:00,3.0,1.0,1.0142268041237115,0.37149328370934864,11.857466418546743,12.357466418546743
5256,BHMNCPHST01,1200,26.14001386,91.73099967,771,car,average,6,0,04-10-2016,11:59:00,2016-10-04 11:59:00,,1.0,,,,20.0
3944,BHMMBMMBX01,687,20.0000347,78.00000286,634,bike,average,5,0,04-10-2016,11:59:00,2016-10-04 11:59:00,,0.5,,,,
2632,BHMEURBRD01,470,26.14901995,91.7395035,460,bike,average,5,0,04-10-2016,11:59:00,2016-10-04 11:59:00,,0.5,,,,20.0
17065,Shopping,1920,26.15050395,91.73353109,1460,cycle,high,10,0,04-10-2016,12:29:00,2016-10-04 12:29:00,3.0,,,,,20.0
11817,Others-CCCPS135a,3883,26.14749943,91.72800489,3251,car,high,11,0,04-10-2016,12:29:00,2016-10-04 12:29:00,3.0,1.0,1.8348956992016483,0.6241641696991297,13.120820848495649,12.620820848495649
9,BHMBCCMKT01,577,26.14453614,91.73617216,266,bike,high,8,0,04-10-2016,12:29:00,2016-10-04 12:29:00,3.0,0.5,0.9844020797227039,0.362310725939704,11.811553629698519,12.311553629698519
13129,Others-CCCPS202,2937,26.14749053,91.72799688,1397,car,high,10,0,04-10-2016,12:29:00,2016-10-04 12:29:00,3.0,1.0,1.490262172284644,0.5180569940645117,12.590284970322559,12.090284970322559
5257,BHMNCPHST01,1200,26.14001386,91.73099967,779,cycle,high,9,0,04-10-2016,12:29:00,2016-10-04 12:29:00,3.0,,,,,20.0
9193,Others-CCCPS105a,2009,26.14747299,91.72804914,1484,car,high,10,0,04-10-2016,12:29:00,2016-10-04 12:29:00,3.0,1.0,1.5954703832752613,0.5504489270886999,12.7522446354435,12.2522446354435
2633,BHMEURBRD01,470,26.14901995,91.7395035,464,car,high,8,0,04-10-2016,12:29:00,2016-10-04 12:29:00,3.0,1.0,1.2948936170212768,0.457906126584332,12.28953063292166,11.78953063292166
10505,Others-CCCPS119a,2803,26.14754061,91.72797041,604,car,high,9,0,04-10-2016,12:29:00,2016-10-04 12:29:00,3.0,1.0,1.1861933642525866,0.4244390494974518,12.122195247487259,12.622195247487259
7881,Broad Street,690,26.13795775,91.74099445,683,car,high,9,0,04-10-2016,12:29:00,2016-10-04 12:29:00,3.0,1.0,1.4959420289855074,0.5198057315072362,12.59902865753618,12.09902865753618
1321,BHMBCCTHL01,387,26.14449459,91.73620513,334,car,high,8,0,04-10-2016,12:29:00,2016-10-04 12:29:00,3.0,1.0,1.2452196382428942,0.44261229943449276,12.213061497172465,12.713061497172465
3945,BHMMBMMBX01,687,20.0000347,78.00000286,648,bike,high,9,0,04-10-2016,12:29:00,2016-10-04 12:29:00,3.0,0.5,1.3772925764192143,0.4832754542152222,12.416377271076112,12.416377271076112
15753,Others-CCCPS98,3103,26.14749998,91.72797778,1297,truck,high,10,0,04-10-2016,12:29:00,2016-10-04 12:29:00,3.0,1.5,1.5671930389945217,0.5417427830204834,12.708713915102416,12.208713915102416
14441,Others-CCCPS8,1322,26.14754886,91.72799519,836,car,high,9,0,04-10-2016,12:29:00,2016-10-04 12:29:00,3.0,1.0,1.3529500756429653,0.4757807858109108,12.378903929054555,12.878903929054555
6569,BHMNCPNST01,485,26.14004753,91.73097233,379,car,average,6,0,04-10-2016,12:29:00,2016-10-04 12:29:00,,1.0,,,,20.0
6570,BHMNCPNST01,485,26.14004753,91.73097233,374,bike,high,8,0,04-10-2016,12:56:00,2016-10-04 12:56:00,3.0,0.5,1.108453608247423,0.4005042164067098,12.002521082033548,12.002521082033548
17066,Shopping,1920,26.15050395,91.73353109,1448,car,high,9,0,04-10-2016,13:02:00,2016-10-04 13:02:00,3.0,1.0,1.4016666666666666,0.49077984851474515,12.453899242573724,11.953899242573724
14442,Others-CCCPS8,1322,26.14754886,91.72799519,810,car,high,8,0,04-10-2016,13:02:00,2016-10-04 13:02:00,3.0,1.0,1.1450832072617247,0.41178188672162414,12.05890943360812,12.55890943360812
11818,Others-CCCPS135a,3883,26.14749943,91.72800489,3232,car,high,10,0,04-10-2016,13:02:00,2016-10-04 13:02:00,3.0,1.0,1.632938449652331,0.5619847481544161,12.80992374077208,12.30992374077208
10,BHMBCCMKT01,577,26.14453614,91.73617216,269,car,high,7,0,04-10-2016,13:02:00,2016-10-04 13:02:00,3.0,1.0,0.8864818024263432,0.33216263166047966,11.6608131583024,12.1608131583024
